subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s013,5,49,0.0832,0.0887,0.0055,0.0766,0.1096,0.033,0.0959,0.0634,-0.0325,0.0684,1.0835,1.0151,0.0708,0.2886,0.2178,0.0898,0.0879,-0.0019,0.0895,0.0962,0.0067,0.1043,0.0895,-0.0148,0.0439,0.1349,0.091,0.0647,0.1696,0.1049,0.0869
s013,5,50,0.0911,0.1019,0.0108,0.0755,0.1233,0.0478,0.095,0.0744,-0.0206,0.0668,0.1758,0.109,0.0668,0.2606,0.1938,0.0896,0.111,0.0214,0.0921,0.1133,0.0212,0.0943,0.0911,-0.0032,0.0439,0.1389,0.095,0.0797,0.2298,0.1501,0.0871
s013,6,1,0.0636,0.0881,0.0245,0.0642,0.1067,0.0425,0.0945,0.047,-0.0475,0.0708,0.208,0.1372,0.0362,0.4078,0.3716,0.0895,0.1038,0.0143,0.0774,0.0836,0.0062,0.098,0.0816,-0.0164,0.0574,0.1073,0.0499,0.066,0.1894,0.1234,0.0919
s013,6,2,0.0676,0.0831,0.0155,0.0768,0.1169,0.0401,0.0824,0.0357,-0.0467,0.0578,0.1929,0.1351,0.0549,0.2328,0.1779,0.084,0.0999,0.0159,0.0776,0.0822,0.0046,0.1032,0.0882,-0.015,0.0523,0.1228,0.0705,0.0744,0.1991,0.1247,0.0858
s013,6,3,0.0808,0.0995,0.0187,0.0713,0.1173,0.046,0.0885,0.0365,-0.052,0.0578,0.1903,0.1325,0.0547,0.2498,0.1951,0.0805,0.1125,0.032,0.0801,0.0698,-0.0103,0.0988,0.1031,0.0043,0.0731,0.1454,0.0723,0.0974,0.2118,0.1144,0.0795
s013,6,4,0.0905,0.1007,0.0102,0.0858,0.113,0.0272,0.0853,0.0605,-0.0248,0.0655,0.1711,0.1056,0.062,0.2225,0.1605,0.0805,0.0869,0.0064,0.0988,0.0777,-0.0211,0.107,0.1015,-0.0055,0.0507,0.1193,0.0686,0.0718,0.1791,0.1073,0.076
s013,6,5,0.0814,0.0799,-0.0015,0.0724,0.1255,0.0531,0.0966,0.0586,-0.038,0.0586,0.1512,0.0926,0.0599,0.2199,0.16,0.0859,0.0845,-0.0014,0.0991,0.0838,-0.0153,0.1054,0.0793,-0.0261,0.0718,0.1306,0.0588,0.0824,0.1718,0.0894,0.0776
s013,6,6,0.1069,0.101,-0.0059,0.0744,0.1462,0.0718,0.0797,0.0293,-0.0504,0.0681,0.1905,0.1224,0.0813,0.2954,0.2141,0.0834,0.09,0.0066,0.0876,0.0816,-0.006,0.1024,0.0874,-0.015,0.0594,0.119,0.0596,0.0715,0.1685,0.097,0.0671
s013,6,7,0.0879,0.096,0.0081,0.0729,0.122,0.0491,0.1007,0.032,-0.0687,0.0449,0.1555,0.1106,0.0673,0.2097,0.1424,0.0861,0.0877,0.0016,0.0971,0.0998,0.0027,0.1072,0.0993,-0.0079,0.0497,0.1141,0.0644,0.0718,0.1548,0.083,0.0737
s013,6,8,0.0895,0.1303,0.0408,0.0916,0.1217,0.0301,0.0758,0.0462,-0.0296,0.0629,0.1484,0.0855,0.0615,0.2241,0.1626,0.0818,0.1106,0.0288,0.0795,0.0547,-0.0248,0.1067,0.1369,0.0302,0.0486,0.1117,0.0631,0.08,0.1702,0.0902,0.0803
s013,6,9,0.0771,0.0826,0.0055,0.0713,0.1529,0.0816,0.0916,0.0354,-0.0562,0.0908,1.245,1.1542,0.0702,0.2738,0.2036,0.0848,0.1125,0.0277,0.0964,0.0679,-0.0285,0.0998,0.1009,0.0011,0.0557,0.1095,0.0538,0.0803,0.1868,0.1065,0.0737
s013,6,10,0.0924,0.1169,0.0245,0.061,0.1025,0.0415,0.1067,0.0584,-0.0483,0.0539,0.1653,0.1114,0.0634,0.2287,0.1653,0.08,0.099,0.019,0.0943,0.0927,-0.0016,0.0906,0.0957,0.0051,0.0576,0.1291,0.0715,0.0839,0.1865,0.1026,0.0887
s013,6,11,0.0842,0.0947,0.0105,0.0792,0.1201,0.0409,0.0903,0.0948,0.0045,0.0562,0.1652,0.109,0.0715,0.2656,0.1941,0.0988,0.1147,0.0159,0.0858,0.087,0.0012,0.0921,0.0895,-0.0026,0.0473,0.1302,0.0829,0.0673,0.1754,0.1081,0.0747
s013,6,12,0.0686,0.0986,0.03,0.0937,0.1175,0.0238,0.0839,0.0889,0.005,0.0375,0.1386,0.1011,0.0821,0.2339,0.1518,0.0916,0.1209,0.0293,0.0919,0.0872,-0.0047,0.1146,0.1223,0.0077,0.047,0.1465,0.0995,0.0768,0.172,0.0952,0.065
s013,6,13,0.0834,0.1055,0.0221,0.0903,0.1122,0.0219,0.1004,0.089,-0.0114,0.0603,0.1669,0.1066,0.0679,0.2329,0.165,0.1058,0.1008,-0.005,0.1104,0.107,-0.0034,0.1085,0.1136,0.0051,0.0663,0.1339,0.0676,0.0702,0.1725,0.1023,0.0668
s013,6,14,0.0932,0.096,0.0028,0.0858,0.1352,0.0494,0.1015,0.0547,-0.0468,0.0457,0.1645,0.1188,0.0605,0.2462,0.1857,0.0956,0.1231,0.0275,0.0818,0.089,0.0072,0.0959,0.0787,-0.0172,0.0584,0.1299,0.0715,0.0905,0.1883,0.0978,0.0924
s013,6,15,0.1003,0.1213,0.021,0.0715,0.113,0.0415,0.1009,0.09,-0.0109,0.0553,0.1825,0.1272,0.0655,0.2361,0.1706,0.0927,0.1339,0.0412,0.0974,0.0629,-0.0345,0.1093,0.1281,0.0188,0.0644,0.1243,0.0599,0.071,0.1849,0.1139,0.07
s013,6,16,0.0816,0.1472,0.0656,0.0705,0.3516,0.2811,0.0977,0.1078,0.0101,0.0576,0.1782,0.1206,0.0465,0.2514,0.2049,0.0832,0.1202,0.037,0.0832,0.0706,-0.0126,0.1162,0.1088,-0.0074,0.0647,0.1412,0.0765,0.0845,0.1802,0.0957,0.0781
s013,6,17,0.0884,0.1131,0.0247,0.0763,0.7395,0.6632,0.1056,0.1194,0.0138,0.0576,0.1357,0.0781,0.061,0.2313,0.1703,0.0837,0.1236,0.0399,0.094,0.0418,-0.0522,0.0861,0.1941,0.108,0.0784,0.1541,0.0757,0.0813,0.2158,0.1345,0.0834
s013,6,18,0.0924,0.1156,0.0232,0.0787,0.1059,0.0272,0.1043,0.0837,-0.0206,0.0618,0.228,0.1662,0.0549,0.2577,0.2028,0.0932,0.117,0.0238,0.1027,0.1144,0.0117,0.0903,0.0983,0.008,0.0795,0.1573,0.0778,0.0747,0.3559,0.2812,0.0927
s013,6,19,0.0771,0.1137,0.0366,0.0692,0.0893,0.0201,0.1041,0.0787,-0.0254,0.0579,0.1616,0.1037,0.0599,0.2315,0.1716,0.1001,0.111,0.0109,0.0927,0.0835,-0.0092,0.0933,0.0888,-0.0045,0.0618,0.1294,0.0676,0.0816,0.1915,0.1099,0.0866
s013,6,20,0.0747,0.0907,0.016,0.085,0.1011,0.0161,0.1067,0.0837,-0.023,0.0579,0.1764,0.1185,0.0523,0.2089,0.1566,0.0811,0.1263,0.0452,0.0908,0.0534,-0.0374,0.1022,0.1192,0.017,0.07,0.1304,0.0604,0.0739,0.1823,0.1084,0.0813
s013,6,21,0.0922,0.091,-0.0012,0.0753,0.1207,0.0454,0.1035,0.0652,-0.0383,0.0602,0.1834,0.1232,0.0744,0.2642,0.1898,0.0827,0.1455,0.0628,0.0895,0.0494,-0.0401,0.0909,0.1493,0.0584,0.0549,0.1481,0.0932,0.0694,0.2255,0.1561,0.0927
s013,6,22,0.0784,0.0992,0.0208,0.089,0.1194,0.0304,0.0824,0.071,-0.0114,0.0727,0.1698,0.0971,0.0681,0.2476,0.1795,0.0908,0.6234,0.5326,0.0942,0.1299,0.0357,0.0853,0.066,-0.0193,0.069,0.1313,0.0623,0.1095,0.2118,0.1023,0.1074
s013,6,23,0.0721,0.1538,0.0817,0.0805,0.1283,0.0478,0.0908,0.127,0.0362,0.0618,1.1907,1.1289,0.0916,0.3627,0.2711,0.0821,0.1193,0.0372,0.0872,0.064,-0.0232,0.1051,0.1038,-0.0013,0.0607,0.1626,0.1019,0.0853,0.2018,0.1165,0.1022
s013,6,24,0.0795,0.1066,0.0271,0.089,0.1202,0.0312,0.1051,0.1011,-0.004,0.0909,0.2104,0.1195,0.0789,0.293,0.2141,0.0893,0.1595,0.0702,0.0924,0.046,-0.0464,0.0956,0.135,0.0394,0.066,0.1373,0.0713,0.0837,0.1815,0.0978,0.0929
s013,6,25,0.0916,0.1063,0.0147,0.0887,0.1077,0.019,0.0979,0.0797,-0.0182,0.0436,0.1497,0.1061,0.0692,0.2648,0.1956,0.0953,0.1096,0.0143,0.0903,0.097,0.0067,0.118,0.0969,-0.0211,0.0703,0.1445,0.0742,0.0898,0.2467,0.1569,0.0937
s013,6,26,0.0795,0.1288,0.0493,0.0805,0.1357,0.0552,0.1004,0.0816,-0.0188,0.0772,0.1933,0.1161,0.0602,0.2373,0.1771,0.1011,0.1122,0.0111,0.0906,0.0893,-0.0013,0.075,0.0988,0.0238,0.0578,0.1433,0.0855,0.0871,0.2047,0.1176,0.0813
s013,6,27,0.0987,0.5169,0.4182,0.07,0.1004,0.0304,0.0934,0.0979,0.0045,0.0462,0.4908,0.4446,0.065,0.2796,0.2146,0.0872,0.1202,0.033,0.0963,0.0692,-0.0271,0.1006,0.122,0.0214,0.0539,0.1357,0.0818,0.0816,0.2398,0.1582,0.0961
s013,6,28,0.0779,0.0889,0.011,0.0816,0.1194,0.0378,0.0995,0.1732,0.0737,0.0351,0.1934,0.1583,0.0684,0.4042,0.3358,0.0824,0.6012,0.5188,0.0908,0.0949,0.0041,0.1035,0.0853,-0.0182,0.0676,0.1394,0.0718,0.0932,0.3778,0.2846,0.0945
s013,6,29,0.0702,0.0841,0.0139,0.0734,0.1006,0.0272,0.1051,0.0657,-0.0394,0.0547,0.226,0.1713,0.0644,0.2642,0.1998,0.0043,0.1447,0.1404,0.1156,0.1009,-0.0147,0.0834,0.0935,0.0101,0.0892,0.157,0.0678,0.1214,0.2205,0.0991,0.0892
s013,6,30,0.0826,0.0841,0.0015,0.0813,0.1156,0.0343,0.0983,0.0589,-0.0394,0.0735,0.1672,0.0937,0.0715,0.2616,0.1901,0.1048,0.1486,0.0438,0.0922,0.0687,-0.0235,0.1041,0.1094,0.0053,0.0705,0.1428,0.0723,0.0874,0.4269,0.3395,0.0869
s013,6,31,0.0958,0.1031,0.0073,0.0663,0.1289,0.0626,0.0998,0.0887,-0.0111,0.1053,0.2412,0.1359,0.0795,0.2738,0.1943,0.1088,0.1418,0.033,0.1033,0.0777,-0.0256,0.1009,0.1205,0.0196,0.0541,0.1428,0.0887,0.0808,0.1902,0.1094,0.0871
s013,6,32,0.0818,0.1155,0.0337,0.0808,0.1283,0.0475,0.0901,0.0539,-0.0362,0.0531,0.16,0.1069,0.071,0.2246,0.1536,0.0832,0.1083,0.0251,0.083,0.0529,-0.0301,0.1014,0.1392,0.0378,0.057,0.1401,0.0831,0.0689,0.1849,0.116,0.0837
s013,6,33,0.0768,0.1026,0.0258,0.0697,0.1133,0.0436,0.0942,0.1119,0.0177,0.057,0.1866,0.1296,0.0636,0.2537,0.1901,0.0953,0.1426,0.0473,0.0901,0.0732,-0.0169,0.1168,0.1099,-0.0069,0.0436,0.1402,0.0966,0.0729,0.185,0.1121,0.0805
s013,6,34,0.0861,0.1069,0.0208,0.0853,0.1373,0.052,0.0763,0.0864,0.0101,0.0235,0.1739,0.1504,0.0723,0.2703,0.198,0.0884,0.1183,0.0299,0.0916,0.1474,0.0558,0.0864,0.0695,-0.0169,0.0729,0.1383,0.0654,0.0768,0.2158,0.139,0.104
s013,6,35,0.1106,0.1224,0.0118,0.0948,0.1455,0.0507,0.0948,0.3416,0.2468,0.0557,0.171,0.1153,0.0634,0.254,0.1906,0.0919,0.1239,0.032,0.0848,0.0743,-0.0105,0.1011,0.1025,0.0014,0.0702,0.1298,0.0596,0.1135,0.5562,0.4427,0.1132
s013,6,36,0.1016,0.5654,0.4638,0.0784,0.0895,0.0111,0.0863,0.0731,-0.0132,0.051,0.131,0.08,0.056,0.2105,0.1545,0.0858,0.1109,0.0251,0.0742,0.0471,-0.0271,0.1058,0.1125,0.0067,0.0729,0.1246,0.0517,0.0607,0.1973,0.1366,0.0681
s013,6,37,0.065,0.0969,0.0319,0.0679,0.103,0.0351,0.0916,0.043,-0.0486,0.0547,0.1895,0.1348,0.065,0.3274,0.2624,0.0879,0.1024,0.0145,0.0913,0.0787,-0.0126,0.1268,0.1025,-0.0243,0.0687,0.131,0.0623,0.0692,0.1699,0.1007,0.0763
s013,6,38,0.0697,0.0834,0.0137,0.0789,0.113,0.0341,0.0904,0.0357,-0.0547,0.0632,0.1851,0.1219,0.0702,0.2587,0.1885,0.0874,0.1254,0.038,0.0853,0.0695,-0.0158,0.0927,0.1057,0.013,0.0636,0.138,0.0744,0.0679,0.1887,0.1208,0.0985
s013,6,39,0.1088,0.123,0.0142,0.0916,0.1251,0.0335,0.1006,0.5664,0.4658,0.0618,0.193,0.1312,0.0502,0.5308,0.4806,0.0919,0.1761,0.0842,0.0808,0.0769,-0.0039,0.1043,0.103,-0.0013,0.0386,0.1212,0.0826,0.071,0.1804,0.1094,0.0639
s013,6,40,0.0858,0.1039,0.0181,0.0715,0.1309,0.0594,0.0816,0.0343,-0.0473,0.0288,0.4181,0.3893,0.0705,0.2696,0.1991,0.0953,0.1164,0.0211,0.078,0.064,-0.014,0.1167,0.0922,-0.0245,0.0649,0.1248,0.0599,0.0692,0.1535,0.0843,0.0874
s013,6,41,0.061,0.0831,0.0221,0.0639,0.1143,0.0504,0.0987,0.0665,-0.0322,0.0533,0.1736,0.1203,0.0652,0.2635,0.1983,0.0822,0.1268,0.0446,0.0739,0.0589,-0.015,0.1106,0.1202,0.0096,0.0665,0.1338,0.0673,0.0742,0.1905,0.1163,0.0953
s013,6,42,0.0879,0.1092,0.0213,0.075,0.127,0.052,0.0853,0.0438,-0.0415,0.0653,0.6762,0.6109,0.0631,0.3363,0.2732,0.0824,0.1094,0.027,0.0972,0.0951,-0.0021,0.0986,0.092,-0.0066,0.0423,0.1212,0.0789,0.0668,0.2285,0.1617,0.0985
s013,6,43,0.0832,0.0992,0.016,0.0737,0.1331,0.0594,0.0523,0.3463,0.294,0.0568,0.174,0.1172,0.0589,0.253,0.1941,0.0916,0.1112,0.0196,0.0858,0.088,0.0022,0.1093,0.089,-0.0203,0.0687,0.1553,0.0866,0.0663,0.1683,0.102,0.0948
s013,6,44,0.0803,0.1048,0.0245,0.0718,0.1465,0.0747,0.1114,0.1259,0.0145,0.0552,0.1803,0.1251,0.0599,0.2592,0.1993,0.0911,0.1365,0.0454,0.1011,0.094,-0.0071,0.0988,0.1176,0.0188,0.0708,0.1465,0.0757,0.0697,0.1596,0.0899,0.1077
s013,6,45,0.0816,0.1127,0.0311,0.0697,0.1391,0.0694,0.1061,0.1117,0.0056,0.0441,0.17,0.1259,0.056,0.2617,0.2057,0.1024,0.1565,0.0541,0.0834,0.0745,-0.0089,0.0837,0.1397,0.056,0.0599,0.1433,0.0834,0.0818,0.177,0.0952,0.095
s013,6,46,0.0861,0.1064,0.0203,0.0618,0.132,0.0702,0.0956,0.4118,0.3162,0.0747,0.2127,0.138,0.0795,0.2731,0.1936,0.0922,0.2036,0.1114,0.1025,0.0054,-0.0971,0.1157,0.5522,0.4365,0.0763,0.1391,0.0628,0.0681,0.1519,0.0838,0.0821
s013,6,47,0.0861,0.1261,0.04,0.0737,0.1268,0.0531,0.0808,0.0652,-0.0156,0.0542,0.5862,0.532,0.0834,0.2822,0.1988,0.0835,0.1624,0.0789,0.0993,0.0727,-0.0266,0.1061,0.1326,0.0265,0.0489,0.1209,0.072,0.095,0.2113,0.1163,0.0863
s013,6,48,0.0866,0.1137,0.0271,0.0824,0.35,0.2676,0.099,0.1104,0.0114,0.0742,0.1937,0.1195,0.0539,0.2411,0.1872,0.0974,0.1344,0.037,0.0911,0.0761,-0.015,0.112,0.1078,-0.0042,0.0692,0.1592,0.09,0.0676,0.3121,0.2445,0.1043
s013,6,49,0.0985,0.1238,0.0253,0.0763,0.2289,0.1526,0.0934,0.1161,0.0227,0.0512,0.161,0.1098,0.0734,0.2398,0.1664,0.0871,0.1299,0.0428,0.0884,0.0816,-0.0068,0.1135,0.1122,-0.0013,0.0663,0.1471,0.0808,0.0842,0.2398,0.1556,0.0956
s013,6,50,0.0866,0.1084,0.0218,0.0752,0.2225,0.1473,0.1061,0.0979,-0.0082,0.0668,0.1869,0.1201,0.07,0.2456,0.1756,0.0908,0.1829,0.0921,0.1049,0.1033,-0.0016,0.0896,0.1087,0.0191,0.0861,0.156,0.0699,0.0892,0.2065,0.1173,0.0853
s013,7,1,0.062,0.0846,0.0226,0.0684,0.1479,0.0795,0.0922,0.0188,-0.0734,0.0832,0.2389,0.1557,0.0697,0.2846,0.2149,0.0882,0.1049,0.0167,0.083,0.0814,-0.0016,0.1023,0.0862,-0.0161,0.0499,0.1124,0.0625,0.0737,0.1942,0.1205,0.081
s013,7,2,0.0737,0.1056,0.0319,0.0689,0.1104,0.0415,0.0813,0.0491,-0.0322,0.0771,0.194,0.1169,0.038,0.4094,0.3714,0.0855,0.1032,0.0177,0.0866,0.0835,-0.0031,0.099,0.0787,-0.0203,0.046,0.1035,0.0575,0.0686,0.177,0.1084,0.0726
s013,7,3,0.0723,0.0799,0.0076,0.0681,0.1162,0.0481,0.0888,0.0399,-0.0489,0.0566,0.1798,0.1232,0.0615,0.2614,0.1999,0.0892,0.1082,0.019,0.0811,0.0766,-0.0045,0.0901,0.0835,-0.0066,0.0674,0.1262,0.0588,0.0702,0.1669,0.0967,0.076
s013,7,4,0.0818,0.0973,0.0155,0.0568,0.1107,0.0539,0.0861,0.0885,0.0024,0.0457,0.1674,0.1217,0.0628,0.2456,0.1828,0.0845,0.1085,0.024,0.0837,0.0872,0.0035,0.1032,0.0932,-0.01,0.0557,0.1341,0.0784,0.076,0.1859,0.1099,0.0702
s013,7,5,0.0874,0.0887,0.0013,0.0671,0.1212,0.0541,0.0948,0.0776,-0.0172,0.0618,0.1716,0.1098,0.0607,0.2735,0.2128,0.0713,0.0998,0.0285,0.0776,0.0788,0.0012,0.1043,0.0729,-0.0314,0.0639,0.1172,0.0533,0.0684,0.1805,0.1121,0.0734
s013,7,6,0.0839,0.0978,0.0139,0.062,0.1328,0.0708,0.0892,0.199,0.1098,0.0317,0.2204,0.1887,0.0876,0.2856,0.198,0.0972,0.1144,0.0172,0.0768,0.0856,0.0088,0.1054,0.0848,-0.0206,0.0682,0.122,0.0538,0.0826,0.178,0.0954,0.0679
s013,7,7,0.0842,0.0865,0.0023,0.0824,0.1165,0.0341,0.0914,0.0549,-0.0365,0.0571,0.1809,0.1238,0.046,0.2409,0.1949,0.0927,0.1181,0.0254,0.0737,0.064,-0.0097,0.0966,0.0887,-0.0079,0.0602,0.1164,0.0562,0.071,0.1775,0.1065,0.0565
s013,7,8,0.0916,0.1179,0.0263,0.061,0.1022,0.0412,0.0869,0.0837,-0.0032,0.055,0.5506,0.4956,0.0734,0.3025,0.2291,0.1025,0.1258,0.0233,0.0911,0.0684,-0.0227,0.0938,0.0981,0.0043,0.0613,0.1091,0.0478,0.0689,0.2364,0.1675,0.0839
s013,7,9,0.0673,0.0918,0.0245,0.0771,0.1038,0.0267,0.0855,0.0467,-0.0388,0.0694,0.1792,0.1098,0.0826,0.2481,0.1655,0.0993,0.1051,0.0058,0.0781,0.0909,0.0128,0.1054,0.0977,-0.0077,0.0592,0.1392,0.08,0.0813,0.1709,0.0896,0.0734
s013,7,10,0.0961,0.0907,-0.0054,0.0713,0.1154,0.0441,0.0903,0.0515,-0.0388,0.0568,0.1684,0.1116,0.0705,0.2564,0.1859,0.0917,0.1089,0.0172,0.0843,0.074,-0.0103,0.1091,0.0809,-0.0282,0.0708,0.1349,0.0641,0.0758,0.1794,0.1036,0.0763
s013,7,11,0.085,0.1031,0.0181,0.0768,0.1106,0.0338,0.0969,0.0623,-0.0346,0.0666,0.1592,0.0926,0.0731,0.2268,0.1537,0.0977,0.1099,0.0122,0.0898,0.0724,-0.0174,0.107,0.0978,-0.0092,0.0475,0.1385,0.091,0.0803,0.1778,0.0975,0.0562
s013,7,12,0.0657,0.0928,0.0271,0.0958,0.1085,0.0127,0.0882,0.0684,-0.0198,0.0687,0.1708,0.1021,0.0576,0.2147,0.1571,0.1072,0.1186,0.0114,0.103,0.0384,-0.0646,0.1077,0.1566,0.0489,0.0409,0.1182,0.0773,0.0905,0.2102,0.1197,0.0787
s013,7,13,0.0766,0.0881,0.0115,0.071,0.1085,0.0375,0.1022,0.0623,-0.0399,0.0571,0.1722,0.1151,0.0779,0.2698,0.1919,0.0851,0.1672,0.0821,0.0919,0.0384,-0.0535,0.0845,0.1376,0.0531,0.0346,0.1095,0.0749,0.0855,0.1796,0.0941,0.0668
s013,7,14,0.0934,0.0875,-0.0059,0.0723,0.1161,0.0438,0.0914,0.0676,-0.0238,0.0539,0.1956,0.1417,0.0739,0.255,0.1811,0.0898,0.116,0.0262,0.094,0.0753,-0.0187,0.1022,0.0977,-0.0045,0.0613,0.1172,0.0559,0.0942,0.1767,0.0825,0.0768
s013,7,15,0.0993,0.0849,-0.0144,0.0793,0.1147,0.0354,0.098,0.0679,-0.0301,0.0626,0.1782,0.1156,0.0657,0.2597,0.194,0.1099,0.1738,0.0639,0.0755,0.0563,-0.0192,0.099,0.1437,0.0447,0.0774,0.1621,0.0847,0.0726,0.1601,0.0875,0.0824
s013,7,16,0.0958,0.1184,0.0226,0.0673,0.1175,0.0502,0.0703,0.0655,-0.0048,0.0658,0.1648,0.099,0.0829,0.2616,0.1787,0.0811,0.1273,0.0462,0.0883,0.0838,-0.0045,0.0954,0.0984,0.003,0.0599,0.1436,0.0837,0.0713,0.1773,0.106,0.0869
s013,7,17,0.0826,0.1635,0.0809,0.095,0.147,0.052,0.0774,0.0877,0.0103,0.0515,0.1803,0.1288,0.043,0.255,0.212,0.0784,0.1083,0.0299,0.094,0.1028,0.0088,0.0888,0.0769,-0.0119,0.0679,0.1444,0.0765,0.0602,0.1562,0.096,0.0628
s013,7,18,0.0834,0.1179,0.0345,0.0591,0.1146,0.0555,0.081,0.1058,0.0248,0.066,0.1613,0.0953,0.0866,0.2229,0.1363,0.0974,0.109,0.0116,0.0827,0.0553,-0.0274,0.0832,0.1134,0.0302,0.071,0.1475,0.0765,0.0847,0.1891,0.1044,0.0882
s013,7,19,0.0652,0.087,0.0218,0.0842,0.099,0.0148,0.0932,0.0876,-0.0056,0.056,0.1605,0.1045,0.0671,0.2242,0.1571,0.0853,0.1096,0.0243,0.0896,0.0661,-0.0235,0.1025,0.1208,0.0183,0.0631,0.157,0.0939,0.0636,0.1714,0.1078,0.0628
s013,7,20,0.0882,0.0921,0.0039,0.0908,0.1225,0.0317,0.0911,0.0863,-0.0048,0.0587,0.16,0.1013,0.0607,0.2555,0.1948,0.0814,0.1646,0.0832,0.102,0.0785,-0.0235,0.0999,0.1132,0.0133,0.0726,0.151,0.0784,0.0467,0.1134,0.0667,0.0726
s013,7,21,0.0776,0.1058,0.0282,0.0689,0.1051,0.0362,0.0861,0.056,-0.0301,0.0713,0.3856,0.3143,0.0692,0.3437,0.2745,0.07,0.5677,0.4977,0.0729,0.1464,0.0735,0.0903,0.0526,-0.0377,0.0694,0.1391,0.0697,0.066,0.1765,0.1105,0.1148
s013,7,22,0.0747,0.1153,0.0406,0.0789,0.095,0.0161,0.0895,0.4057,0.3162,0.0758,0.1956,0.1198,0.0826,0.237,0.1544,0.1025,0.1115,0.009,0.1025,0.0962,-0.0063,0.1133,0.0721,-0.0412,0.0721,0.1244,0.0523,0.1006,0.1989,0.0983,0.0929
s013,7,23,0.1066,0.1242,0.0176,0.0755,0.3542,0.2787,0.0668,0.3241,0.2573,0.0568,0.1579,0.1011,0.0742,0.2086,0.1344,0.0885,0.107,0.0185,0.1043,0.0827,-0.0216,0.0837,0.0933,0.0096,0.0697,0.1441,0.0744,0.0913,0.2121,0.1208,0.0982
s013,7,24,0.0937,0.1126,0.0189,0.0879,0.1096,0.0217,0.1077,0.1056,-0.0021,0.0671,0.1624,0.0953,0.0948,0.2767,0.1819,0.1061,0.1288,0.0227,0.0962,0.0801,-0.0161,0.098,0.1155,0.0175,0.0518,0.1489,0.0971,0.0821,0.1931,0.111,0.095
s013,7,25,0.0887,0.0979,0.0092,0.0863,0.1307,0.0444,0.1077,0.0665,-0.0412,0.0795,0.2574,0.1779,0.0507,0.2696,0.2189,0.1003,0.1457,0.0454,0.0985,0.0874,-0.0111,0.0996,0.1213,0.0217,0.0573,0.147,0.0897,0.0927,0.2512,0.1585,0.1069
s013,7,26,0.0869,0.1283,0.0414,0.0787,0.0943,0.0156,0.1003,0.0942,-0.0061,0.0663,0.1945,0.1282,0.0684,0.2688,0.2004,0.0964,0.1624,0.066,0.0855,0.0948,0.0093,0.104,0.1006,-0.0034,0.0647,0.1259,0.0612,0.0824,0.1784,0.096,0.0758
s013,7,27,0.1006,0.1224,0.0218,0.0597,0.1083,0.0486,0.113,0.5571,0.4441,0.0697,0.176,0.1063,0.0861,0.2805,0.1944,0.103,0.1709,0.0679,0.0785,0.0413,-0.0372,0.1006,0.1199,0.0193,0.0639,0.1312,0.0673,0.0607,0.1698,0.1091,0.0837
s013,7,28,0.0723,0.0852,0.0129,0.0795,0.1508,0.0713,0.1032,0.4669,0.3637,0.0737,0.1811,0.1074,0.0863,0.2579,0.1716,0.1083,0.121,0.0127,0.0916,0.079,-0.0126,0.0996,0.0898,-0.0098,0.0677,0.135,0.0673,0.0895,0.1786,0.0891,0.0792
s013,7,29,0.0974,0.115,0.0176,0.0795,0.1059,0.0264,0.1048,0.9176,0.8128,0.0763,0.1399,0.0636,0.075,0.4425,0.3675,0.0816,0.1508,0.0692,0.0824,0.0713,-0.0111,0.097,0.1058,0.0088,0.0475,0.1248,0.0773,0.0713,0.1707,0.0994,0.0723
s013,7,30,0.0747,0.095,0.0203,0.0665,0.1169,0.0504,0.0926,0.081,-0.0116,0.0729,0.1661,0.0932,0.0547,0.2224,0.1677,0.0826,0.1235,0.0409,0.0854,0.0677,-0.0177,0.1128,0.1078,-0.005,0.0737,0.1426,0.0689,0.0713,0.1857,0.1144,0.0729
s013,7,31,0.0837,0.1084,0.0247,0.0723,0.1022,0.0299,0.1014,0.0919,-0.0095,0.0512,0.1517,0.1005,0.0568,0.2266,0.1698,0.0903,0.113,0.0227,0.0911,0.0848,-0.0063,0.1014,0.1025,0.0011,0.056,0.1544,0.0984,0.0697,0.1936,0.1239,0.0642
s013,7,32,0.0781,0.116,0.0379,0.0681,0.089,0.0209,0.0937,0.4959,0.4022,0.076,0.1974,0.1214,0.0681,0.2495,0.1814,0.0932,0.0895,-0.0037,0.0903,0.0872,-0.0031,0.0985,0.0882,-0.0103,0.0555,0.1297,0.0742,0.0771,0.1588,0.0817,0.0824
s013,7,33,0.0911,0.1203,0.0292,0.0702,0.1027,0.0325,0.0972,0.047,-0.0502,0.0653,0.1724,0.1071,0.0657,0.2268,0.1611,0.0613,0.1099,0.0486,0.0964,0.0732,-0.0232,0.1022,0.1157,0.0135,0.0555,0.1333,0.0778,0.0679,0.1699,0.102,0.0985
